"STATISTIC Label","Month","Direction","Type of Passenger Movement","UNIT","VALUE"
"Passenger Movement","1969M04","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","11517"
"Passenger Movement","1969M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4204"
"Passenger Movement","1969M04","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","7313"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","62741"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","61426"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1315"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","25838"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","49060"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from All Airports","Number","89418"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","62479"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","5781"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","21158"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","15500"
"Passenger Movement","1969M05","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","5658"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Sea to All Countries","Number","49084"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Sea to Great Britain","Number","48589"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","495"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement Cross-Border Rail","Number","26656"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement Cross-Border Bus","Number","48466"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from All Airports","Number","82469"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","61024"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from Cork Airport","Number","5813"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","15632"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","4732"
"Passenger Movement","1969M05","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","10900"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","96757"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","94826"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1931"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","25318"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","50892"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from All Airports","Number","120400"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","74627"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","7544"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","38229"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","30989"
"Passenger Movement","1969M06","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","7240"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Sea to All Countries","Number","94237"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Sea to Great Britain","Number","92123"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2114"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement Cross-Border Rail","Number","23774"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement Cross-Border Bus","Number","50527"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from All Airports","Number","109896"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","75768"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from Cork Airport","Number","6808"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","27320"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","7054"
"Passenger Movement","1969M06","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","20266"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","240366"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","234877"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","5489"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","30392"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","66161"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from All Airports","Number","173573"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","106142"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","11946"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","55485"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","43866"
"Passenger Movement","1969M07","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","11619"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Sea to All Countries","Number","148749"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Sea to Great Britain","Number","144421"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","4328"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement Cross-Border Rail","Number","30596"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement Cross-Border Bus","Number","64534"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from All Airports","Number","140377"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","90468"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from Cork Airport","Number","8730"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","41179"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","10552"
"Passenger Movement","1969M07","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","30627"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","262989"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","257910"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","5079"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","26071"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","59490"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from All Airports","Number","157959"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","103741"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","12423"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","41795"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","30629"
"Passenger Movement","1969M08","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","11166"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Sea to All Countries","Number","318451"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Sea to Great Britain","Number","313509"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","4942"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement Cross-Border Rail","Number","27180"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement Cross-Border Bus","Number","58904"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from All Airports","Number","182846"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","113225"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from Cork Airport","Number","14058"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","55563"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11173"
"Passenger Movement","1969M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","44390"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","87191"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","85243"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1948"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","14205"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","59081"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from All Airports","Number","112164"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","78725"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","6482"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","26957"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","18719"
"Passenger Movement","1969M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","8238"
