"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Number of Trips by Irish Residents","2004Q1","Domestic","Dublin","Thousand","462"
"Number of Trips by Irish Residents","2004Q1","Domestic","Mid-East","Thousand","184"
"Number of Trips by Irish Residents","2004Q1","Domestic","Mid-West","Thousand","135"
"Number of Trips by Irish Residents","2004Q1","Domestic","South-East","Thousand","183"
"Number of Trips by Irish Residents","2004Q1","Domestic","South-West","Thousand","235"
"Number of Trips by Irish Residents","2004Q1","Outbound","State","Thousand","1069"
"Number of Trips by Irish Residents","2004Q1","Outbound","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q1","Outbound","Border","Thousand","80"
"Number of Trips by Irish Residents","2004Q1","Outbound","Midland","Thousand","44"
"Number of Trips by Irish Residents","2004Q1","Outbound","West","Thousand","80"
"Number of Trips by Irish Residents","2004Q1","Outbound","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q1","Outbound","Dublin","Thousand","463"
"Number of Trips by Irish Residents","2004Q1","Outbound","Mid-East","Thousand","112"
"Number of Trips by Irish Residents","2004Q1","Outbound","Mid-West","Thousand","71"
"Number of Trips by Irish Residents","2004Q1","Outbound","South-East","Thousand","83"
"Number of Trips by Irish Residents","2004Q1","Outbound","South-West","Thousand","136"
"Number of Trips by Irish Residents","2004Q2","Domestic","State","Thousand","1533"
"Number of Trips by Irish Residents","2004Q2","Domestic","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q2","Domestic","Border","Thousand","133"
"Number of Trips by Irish Residents","2004Q2","Domestic","Midland","Thousand","95"
"Number of Trips by Irish Residents","2004Q2","Domestic","West","Thousand","141"
"Number of Trips by Irish Residents","2004Q2","Domestic","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q2","Domestic","Dublin","Thousand","516"
"Number of Trips by Irish Residents","2004Q2","Domestic","Mid-East","Thousand","172"
"Number of Trips by Irish Residents","2004Q2","Domestic","Mid-West","Thousand","134"
"Number of Trips by Irish Residents","2004Q2","Domestic","South-East","Thousand","124"
"Number of Trips by Irish Residents","2004Q2","Domestic","South-West","Thousand","217"
"Number of Trips by Irish Residents","2004Q2","Outbound","State","Thousand","1425"
"Number of Trips by Irish Residents","2004Q2","Outbound","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q2","Outbound","Border","Thousand","130"
"Number of Trips by Irish Residents","2004Q2","Outbound","Midland","Thousand","66"
"Number of Trips by Irish Residents","2004Q2","Outbound","West","Thousand","102"
"Number of Trips by Irish Residents","2004Q2","Outbound","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q2","Outbound","Dublin","Thousand","540"
"Number of Trips by Irish Residents","2004Q2","Outbound","Mid-East","Thousand","190"
"Number of Trips by Irish Residents","2004Q2","Outbound","Mid-West","Thousand","94"
"Number of Trips by Irish Residents","2004Q2","Outbound","South-East","Thousand","112"
"Number of Trips by Irish Residents","2004Q2","Outbound","South-West","Thousand","190"
"Number of Trips by Irish Residents","2004Q3","Domestic","State","Thousand","2167"
"Number of Trips by Irish Residents","2004Q3","Domestic","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q3","Domestic","Border","Thousand","217"
"Number of Trips by Irish Residents","2004Q3","Domestic","Midland","Thousand","122"
"Number of Trips by Irish Residents","2004Q3","Domestic","West","Thousand","179"
"Number of Trips by Irish Residents","2004Q3","Domestic","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q3","Domestic","Dublin","Thousand","656"
"Number of Trips by Irish Residents","2004Q3","Domestic","Mid-East","Thousand","246"
"Number of Trips by Irish Residents","2004Q3","Domestic","Mid-West","Thousand","203"
"Number of Trips by Irish Residents","2004Q3","Domestic","South-East","Thousand","182"
"Number of Trips by Irish Residents","2004Q3","Domestic","South-West","Thousand","362"
"Number of Trips by Irish Residents","2004Q3","Outbound","State","Thousand","1751"
"Number of Trips by Irish Residents","2004Q3","Outbound","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q3","Outbound","Border","Thousand","135"
"Number of Trips by Irish Residents","2004Q3","Outbound","Midland","Thousand","96"
"Number of Trips by Irish Residents","2004Q3","Outbound","West","Thousand","130"
"Number of Trips by Irish Residents","2004Q3","Outbound","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q3","Outbound","Dublin","Thousand","718"
"Number of Trips by Irish Residents","2004Q3","Outbound","Mid-East","Thousand","213"
"Number of Trips by Irish Residents","2004Q3","Outbound","Mid-West","Thousand","122"
"Number of Trips by Irish Residents","2004Q3","Outbound","South-East","Thousand","110"
"Number of Trips by Irish Residents","2004Q3","Outbound","South-West","Thousand","225"
"Number of Trips by Irish Residents","2004Q4","Domestic","State","Thousand","1715"
"Number of Trips by Irish Residents","2004Q4","Domestic","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q4","Domestic","Border","Thousand","164"
"Number of Trips by Irish Residents","2004Q4","Domestic","Midland","Thousand","75"
"Number of Trips by Irish Residents","2004Q4","Domestic","West","Thousand","174"
"Number of Trips by Irish Residents","2004Q4","Domestic","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q4","Domestic","Dublin","Thousand","560"
"Number of Trips by Irish Residents","2004Q4","Domestic","Mid-East","Thousand","201"
"Number of Trips by Irish Residents","2004Q4","Domestic","Mid-West","Thousand","142"
"Number of Trips by Irish Residents","2004Q4","Domestic","South-East","Thousand","145"
"Number of Trips by Irish Residents","2004Q4","Domestic","South-West","Thousand","255"
"Number of Trips by Irish Residents","2004Q4","Outbound","State","Thousand","1220"
"Number of Trips by Irish Residents","2004Q4","Outbound","Border, Midland and Western","Thousand",""
"Number of Trips by Irish Residents","2004Q4","Outbound","Border","Thousand","98"
"Number of Trips by Irish Residents","2004Q4","Outbound","Midland","Thousand","37"
"Number of Trips by Irish Residents","2004Q4","Outbound","West","Thousand","89"
"Number of Trips by Irish Residents","2004Q4","Outbound","Southern and Eastern","Thousand",""
"Number of Trips by Irish Residents","2004Q4","Outbound","Dublin","Thousand","495"
"Number of Trips by Irish Residents","2004Q4","Outbound","Mid-East","Thousand","173"
"Number of Trips by Irish Residents","2004Q4","Outbound","Mid-West","Thousand","90"
"Number of Trips by Irish Residents","2004Q4","Outbound","South-East","Thousand","84"
"Number of Trips by Irish Residents","2004Q4","Outbound","South-West","Thousand","154"
"Number of Trips by Irish Residents","2005Q1","Domestic","State","Thousand","1490"
"Number of Trips by Irish Residents","2005Q1","Domestic","Border, Midland and Western","Thousand","336"
"Number of Trips by Irish Residents","2005Q1","Domestic","Border","Thousand","112"
"Number of Trips by Irish Residents","2005Q1","Domestic","Midland","Thousand","79"
"Number of Trips by Irish Residents","2005Q1","Domestic","West","Thousand","145"
"Number of Trips by Irish Residents","2005Q1","Domestic","Southern and Eastern","Thousand","1154"
"Number of Trips by Irish Residents","2005Q1","Domestic","Dublin","Thousand","482"
"Number of Trips by Irish Residents","2005Q1","Domestic","Mid-East","Thousand","179"
"Number of Trips by Irish Residents","2005Q1","Domestic","Mid-West","Thousand","123"
"Number of Trips by Irish Residents","2005Q1","Domestic","South-East","Thousand","152"
"Number of Trips by Irish Residents","2005Q1","Domestic","South-West","Thousand","219"
"Number of Trips by Irish Residents","2005Q1","Outbound","State","Thousand","1212"
"Number of Trips by Irish Residents","2005Q1","Outbound","Border, Midland and Western","Thousand","248"
"Number of Trips by Irish Residents","2005Q1","Outbound","Border","Thousand","98"
"Number of Trips by Irish Residents","2005Q1","Outbound","Midland","Thousand","51"
"Number of Trips by Irish Residents","2005Q1","Outbound","West","Thousand","99"
"Number of Trips by Irish Residents","2005Q1","Outbound","Southern and Eastern","Thousand","964"
"Number of Trips by Irish Residents","2005Q1","Outbound","Dublin","Thousand","474"
"Number of Trips by Irish Residents","2005Q1","Outbound","Mid-East","Thousand","165"
"Number of Trips by Irish Residents","2005Q1","Outbound","Mid-West","Thousand","90"
"Number of Trips by Irish Residents","2005Q1","Outbound","South-East","Thousand","85"
"Number of Trips by Irish Residents","2005Q1","Outbound","South-West","Thousand","150"
"Number of Trips by Irish Residents","2005Q2","Domestic","State","Thousand","1705"
"Number of Trips by Irish Residents","2005Q2","Domestic","Border, Midland and Western","Thousand","437"
"Number of Trips by Irish Residents","2005Q2","Domestic","Border","Thousand","159"
"Number of Trips by Irish Residents","2005Q2","Domestic","Midland","Thousand","77"
"Number of Trips by Irish Residents","2005Q2","Domestic","West","Thousand","201"
"Number of Trips by Irish Residents","2005Q2","Domestic","Southern and Eastern","Thousand","1268"
"Number of Trips by Irish Residents","2005Q2","Domestic","Dublin","Thousand","515"
"Number of Trips by Irish Residents","2005Q2","Domestic","Mid-East","Thousand","165"
"Number of Trips by Irish Residents","2005Q2","Domestic","Mid-West","Thousand","185"
"Number of Trips by Irish Residents","2005Q2","Domestic","South-East","Thousand","157"
"Number of Trips by Irish Residents","2005Q2","Domestic","South-West","Thousand","247"
"Number of Trips by Irish Residents","2005Q2","Outbound","State","Thousand","1661"
"Number of Trips by Irish Residents","2005Q2","Outbound","Border, Midland and Western","Thousand","344"
"Number of Trips by Irish Residents","2005Q2","Outbound","Border","Thousand","128"
"Number of Trips by Irish Residents","2005Q2","Outbound","Midland","Thousand","59"
"Number of Trips by Irish Residents","2005Q2","Outbound","West","Thousand","157"
"Number of Trips by Irish Residents","2005Q2","Outbound","Southern and Eastern","Thousand","1317"
"Number of Trips by Irish Residents","2005Q2","Outbound","Dublin","Thousand","655"
"Number of Trips by Irish Residents","2005Q2","Outbound","Mid-East","Thousand","180"
"Number of Trips by Irish Residents","2005Q2","Outbound","Mid-West","Thousand","112"
"Number of Trips by Irish Residents","2005Q2","Outbound","South-East","Thousand","144"
"Number of Trips by Irish Residents","2005Q2","Outbound","South-West","Thousand","226"
"Number of Trips by Irish Residents","2005Q3","Domestic","State","Thousand","2300"
"Number of Trips by Irish Residents","2005Q3","Domestic","Border, Midland and Western","Thousand","581"
"Number of Trips by Irish Residents","2005Q3","Domestic","Border","Thousand","219"
"Number of Trips by Irish Residents","2005Q3","Domestic","Midland","Thousand","135"
"Number of Trips by Irish Residents","2005Q3","Domestic","West","Thousand","227"
"Number of Trips by Irish Residents","2005Q3","Domestic","Southern and Eastern","Thousand","1719"
"Number of Trips by Irish Residents","2005Q3","Domestic","Dublin","Thousand","670"
"Number of Trips by Irish Residents","2005Q3","Domestic","Mid-East","Thousand","243"
"Number of Trips by Irish Residents","2005Q3","Domestic","Mid-West","Thousand","251"
"Number of Trips by Irish Residents","2005Q3","Domestic","South-East","Thousand","236"
"Number of Trips by Irish Residents","2005Q3","Domestic","South-West","Thousand","317"
"Number of Trips by Irish Residents","2005Q3","Outbound","State","Thousand","1961"
"Number of Trips by Irish Residents","2005Q3","Outbound","Border, Midland and Western","Thousand","429"
"Number of Trips by Irish Residents","2005Q3","Outbound","Border","Thousand","190"
"Number of Trips by Irish Residents","2005Q3","Outbound","Midland","Thousand","92"
"Number of Trips by Irish Residents","2005Q3","Outbound","West","Thousand","147"
"Number of Trips by Irish Residents","2005Q3","Outbound","Southern and Eastern","Thousand","1532"
"Number of Trips by Irish Residents","2005Q3","Outbound","Dublin","Thousand","734"
"Number of Trips by Irish Residents","2005Q3","Outbound","Mid-East","Thousand","218"
"Number of Trips by Irish Residents","2005Q3","Outbound","Mid-West","Thousand","139"
"Number of Trips by Irish Residents","2005Q3","Outbound","South-East","Thousand","192"
"Number of Trips by Irish Residents","2005Q3","Outbound","South-West","Thousand","249"
"Number of Trips by Irish Residents","2005Q4","Domestic","State","Thousand","1678"
"Number of Trips by Irish Residents","2005Q4","Domestic","Border, Midland and Western","Thousand","435"
"Number of Trips by Irish Residents","2005Q4","Domestic","Border","Thousand","152"
"Number of Trips by Irish Residents","2005Q4","Domestic","Midland","Thousand","81"
"Number of Trips by Irish Residents","2005Q4","Domestic","West","Thousand","202"
"Number of Trips by Irish Residents","2005Q4","Domestic","Southern and Eastern","Thousand","1243"
"Number of Trips by Irish Residents","2005Q4","Domestic","Dublin","Thousand","501"
"Number of Trips by Irish Residents","2005Q4","Domestic","Mid-East","Thousand","183"
